,Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Patch
4187,Kled,Fighter,TOP,C,40.05,-1.46,50.38,90.8,1.59,0.74,2.26,12.4
4188,Kog'Maw,Marksman,ADC,B,41.88,-0.52,51.58,87.8,1.72,0.34,2.16,12.4
4189,LeBlanc,Assassin,MID,A,49.03,-1.05,46.71,94.12,4.37,8.56,2.65,12.4
4190,Lee Sin,Fighter,JUNGLE,God,90.58,1.23,47.73,94.54,16.08,13.58,2.65,12.4
4191,Leona,Tank,SUPPORT,A,51.88,-13.44,49.46,98.67,7.28,11.31,2.32,12.4
4192,Lillia,Fighter,JUNGLE,B,45.86,-0.03,50.62,85.14,2.76,0.82,2.63,12.4
4193,Lillia,Fighter,TOP,D,27.91,-1.08,49.89,11.57,0.42,0.89,1.97,12.4
4194,Lissandra,Mage,MID,B,46.03,-3.01,49.65,91.57,2.46,0.65,2.38,12.4
4195,Lucian,Marksman,ADC,B,46.28,1.58,49.21,85.97,6.75,1.52,2.24,12.4
4196,Lulu,Support,SUPPORT,S,65.9,-27.45,50.83,94.69,10.98,18.72,3.03,12.4
4197,Lux,Mage,MID,S,64.72,-0.9,50.7,32.96,6.22,12.18,2.79,12.4
4198,Lux,Mage,SUPPORT,S,61.48,-24.06,49.67,63.61,11.78,12.18,2.43,12.4
4199,Malphite,Tank,TOP,S,64.63,-3.35,51.49,76.72,4.32,4.03,2.36,12.4
4200,Malphite,Tank,MID,C,37.03,-2.81,47.93,10.28,0.56,4.03,2.37,12.4
4201,Malzahar,Mage,MID,A,52.25,0.17,52.12,92.55,3.15,2.84,2.23,12.4
4202,Maokai,Tank,SUPPORT,C,41.29,4.24,49.73,75.15,1.14,0.16,2.24,12.4
4203,Maokai,Tank,TOP,D,28.09,12.95,50.19,16.56,0.26,0.18,2.04,12.4
4204,Master Yi,Assassin,JUNGLE,God,70.81,4.15,51.5,92.85,8.27,18.75,2.03,12.4
4205,Miss Fortune,Marksman,ADC,A,51.77,2.84,51.72,93.7,7.78,1.77,2.26,12.4
4206,Mordekaiser,Fighter,TOP,S,67.62,-2.37,50.81,81.19,5.27,6.49,1.79,12.4
4207,Mordekaiser,Fighter,JUNGLE,C,40.21,2.49,51.95,13.35,0.67,6.49,2.27,12.4
4208,Morgana,Mage,SUPPORT,A,56.07,-13.57,49.91,86.5,7.02,25.26,2.49,12.4
4209,Nami,Support,SUPPORT,S,59.15,-6.83,51.69,99.09,7.92,1.32,3.16,12.4
4210,Nasus,Fighter,TOP,S,60.17,-2.09,50.63,85.82,4.4,4.58,1.9,12.4
4211,Nautilus,Tank,SUPPORT,A,54.48,-7.81,50.5,96.92,7.89,8.41,2.33,12.4
4212,Neeko,Mage,MID,A,52.77,12.41,53.23,65.22,2.39,0.52,2.43,12.4
4213,Neeko,Mage,SUPPORT,B,42.35,13.43,50.83,23.83,0.83,0.54,2.11,12.4
4214,Nidalee,Assassin,JUNGLE,B,45.87,0.59,48.73,90.1,3.62,2.09,2.85,12.4
4215,Nocturne,Assassin,JUNGLE,A,47.53,-2.22,50.0,88.97,3.89,3.07,2.47,12.4
4216,Nunu,Tank,JUNGLE,A,47.28,-9.53,49.32,89.2,3.82,2.54,2.75,12.4
4217,Olaf,Fighter,JUNGLE,D,31.62,0.64,47.38,81.9,1.27,0.7,2.23,12.4
4218,Olaf,Fighter,TOP,D,15.19,8.1,46.42,17.5,0.26,0.72,1.57,12.4
4219,Orianna,Mage,MID,B,46.23,-0.45,48.59,94.78,2.89,0.2,2.55,12.4
4220,Ornn,Tank,TOP,A,51.53,-9.24,50.33,93.95,3.18,0.58,2.26,12.4
4221,Pantheon,Fighter,MID,B,41.44,-6.51,50.16,22.75,0.91,0.85,2.22,12.4
4222,Pantheon,Fighter,SUPPORT,D,33.96,2.12,46.22,40.5,1.51,0.8,1.9,12.4
4223,Pantheon,Fighter,TOP,D,32.1,6.97,49.55,29.84,1.03,0.8,2.03,12.4
4224,Poppy,Tank,JUNGLE,B,44.72,-1.02,50.43,56.87,2.49,2.26,2.64,12.4
4225,Poppy,Tank,TOP,C,34.68,-1.92,49.3,36.34,1.45,2.26,2.02,12.4
4226,Pyke,Support,SUPPORT,A,54.39,-13.35,48.69,87.12,9.59,14.76,2.12,12.4
4227,Pyke,Support,MID,B,46.88,0.0,51.18,10.07,1.15,14.76,2.64,12.4
4228,Qiyana,Assassin,MID,A,50.19,-3.97,49.34,63.79,4.11,8.3,2.09,12.4
4229,Qiyana,Assassin,JUNGLE,D,33.56,-8.48,46.64,32.17,2.07,8.3,2.3,12.4
4230,Quinn,Marksman,TOP,B,42.85,-1.73,52.07,84.73,1.78,1.21,1.89,12.4
4231,Rakan,Support,SUPPORT,A,49.15,-2.68,49.94,97.63,4.42,0.3,2.85,12.4
4232,Rammus,Tank,JUNGLE,B,45.2,-3.86,50.23,95.45,2.45,3.28,2.81,12.4
4233,Rek'Sai,Fighter,JUNGLE,A,48.11,-0.52,50.33,96.53,3.82,4.61,2.42,12.4
4234,Rell,Tank,SUPPORT,B,46.17,6.62,51.63,98.47,1.51,0.37,2.43,12.4
4235,Renata Glasc,Support,SUPPORT,God,92.92,0.0,50.75,94.79,21.94,32.52,2.6,12.4
4236,Renekton,Fighter,TOP,A,48.32,-6.87,46.82,86.8,4.34,2.66,1.77,12.4
4237,Renekton,Fighter,MID,C,37.31,-2.14,49.1,11.68,0.58,2.66,2.0,12.4
4238,Rengar,Assassin,JUNGLE,C,40.67,-1.56,48.69,76.83,3.08,2.62,2.25,12.4
4239,Rengar,Assassin,TOP,D,27.08,4.7,48.78,19.59,0.87,2.62,1.76,12.4
4240,Riven,Fighter,TOP,S,68.31,-10.1,50.65,91.94,5.54,3.32,1.92,12.4
4241,Rumble,Fighter,MID,A,47.44,3.02,52.49,29.21,0.67,0.27,2.68,12.4
4242,Rumble,Fighter,JUNGLE,D,31.66,-1.93,47.65,14.65,0.31,0.24,2.69,12.4
4243,Rumble,Fighter,TOP,D,30.12,5.25,48.18,54.23,1.18,0.27,2.08,12.4
4244,Ryze,Mage,MID,B,43.84,3.82,45.6,88.14,4.49,0.62,2.21,12.4
4245,Ryze,Mage,TOP,D,19.65,10.57,46.76,10.43,0.51,0.62,1.81,12.4
4246,Samira,Marksman,ADC,B,45.52,-0.18,48.22,97.49,7.02,8.41,2.15,12.4
4247,Sejuani,Tank,JUNGLE,B,45.77,-4.35,50.16,80.94,2.0,0.27,3.24,12.4
4248,Sejuani,Tank,TOP,D,32.67,-0.63,50.96,11.54,0.25,0.29,2.4,12.4
4249,Senna,Marksman,SUPPORT,S,58.48,-14.44,51.24,81.14,8.97,5.65,2.65,12.4
4250,Senna,Marksman,ADC,B,41.45,-1.66,49.01,16.14,1.79,5.65,2.75,12.4
4251,Seraphine,Mage,MID,B,44.28,6.25,50.46,18.33,0.83,0.97,2.71,12.4
4252,Seraphine,Mage,ADC,B,41.5,-5.49,50.05,17.5,0.7,0.97,2.8,12.4
4253,Seraphine,Mage,SUPPORT,C,38.48,0.55,46.18,63.68,3.25,0.97,2.37,12.4
4254,Sett,Fighter,TOP,God,86.98,-1.46,49.99,83.99,8.02,7.1,1.74,12.4
4255,Shaco,Assassin,JUNGLE,S,61.85,2.3,50.9,83.94,6.04,16.68,2.77,12.4
4256,Shaco,Assassin,SUPPORT,C,41.26,8.89,49.62,11.63,0.84,16.68,2.33,12.4
4257,Shen,Tank,TOP,God,74.73,-2.48,52.45,88.26,4.91,1.33,2.91,12.4
4258,Shyvana,Fighter,ADC,S,57.62,0.0,62.07,16.11,0.04,0.13,2.65,12.4
4259,Shyvana,Fighter,JUNGLE,B,43.53,3.87,51.35,78.83,1.67,0.25,2.56,12.4
4260,Shyvana,Fighter,TOP,D,31.67,7.75,51.38,16.99,0.34,0.26,2.05,12.4
4261,Singed,Tank,MID,B,45.98,0.19,52.77,15.0,0.39,0.43,2.47,12.4
4262,Singed,Tank,TOP,C,38.45,0.36,50.04,70.57,1.79,0.5,1.98,12.4
4263,Sion,Tank,TOP,A,54.11,-0.5,50.01,80.5,4.42,1.31,1.48,12.4
4264,Sion,Tank,MID,D,26.32,0.0,46.04,10.25,0.51,1.31,1.03,12.4
4265,Sivir,Marksman,ADC,B,44.18,1.55,50.99,97.04,2.77,0.49,2.47,12.4
4266,Skarner,Fighter,JUNGLE,B,43.92,-4.15,52.28,78.91,0.68,0.15,2.82,12.4
4267,Skarner,Fighter,TOP,D,24.51,7.49,48.28,18.23,0.15,0.15,2.3,12.4
4268,Sona,Support,SUPPORT,A,53.31,-1.75,52.89,96.97,3.57,0.54,2.84,12.4
4269,Soraka,Support,SUPPORT,A,55.7,-7.39,51.73,90.7,6.6,4.02,2.72,12.4
4270,Swain,Mage,ADC,B,46.95,-0.32,53.98,21.03,0.5,1.46,2.78,12.4
4271,Swain,Mage,SUPPORT,B,41.34,1.93,48.94,62.12,2.16,1.46,2.22,12.4
4272,Swain,Mage,MID,C,39.64,-2.38,49.31,12.95,0.37,1.46,2.5,12.4
4273,Sylas,Mage,MID,S,58.66,3.44,49.38,83.08,7.02,3.77,2.08,12.4
4274,Sylas,Mage,TOP,D,30.48,5.93,49.69,10.95,0.94,3.77,1.83,12.4
4275,Syndra,Mage,MID,B,45.98,-0.23,48.45,89.53,3.54,1.11,2.15,12.4
4276,Tahm Kench,Support,SUPPORT,B,45.91,10.08,51.25,44.11,1.59,4.08,2.49,12.4
4277,Tahm Kench,Support,TOP,C,40.08,-2.49,48.82,45.86,1.9,4.08,2.41,12.4
4278,Taliyah,Mage,SUPPORT,B,45.15,8.34,52.72,20.04,0.28,0.16,2.14,12.4
4279,Taliyah,Mage,MID,B,43.35,0.23,51.88,15.39,0.23,0.16,2.37,12.4
4280,Taliyah,Mage,JUNGLE,C,36.71,-1.96,49.24,60.26,0.97,0.18,2.58,12.4
4281,Talon,Assassin,MID,A,48.33,2.38,50.57,65.88,2.91,2.2,2.19,12.4
4282,Talon,Assassin,JUNGLE,C,35.17,-2.93,48.46,30.9,1.34,2.2,2.38,12.4
4283,Taric,Support,SUPPORT,B,44.55,4.84,50.56,87.76,0.96,0.13,2.73,12.4
4284,Teemo,Marksman,TOP,God,71.23,-3.92,50.99,81.53,5.41,9.78,1.72,12.4
4285,Thresh,Support,SUPPORT,A,52.88,-15.32,47.81,98.02,9.96,4.31,2.48,12.4
4286,Tristana,Marksman,ADC,A,51.39,1.64,51.88,88.18,6.95,2.94,2.37,12.4
4287,Trundle,Fighter,JUNGLE,A,51.32,0.18,52.36,63.35,3.1,2.75,2.68,12.4
4288,Trundle,Fighter,TOP,C,40.25,1.4,52.3,32.15,1.61,2.75,1.62,12.4
4289,Tryndamere,Fighter,TOP,God,92.98,5.29,51.58,86.16,6.88,21.88,1.83,12.4
4290,Twisted Fate,Mage,MID,C,38.35,-4.13,45.71,92.47,2.8,0.33,2.12,12.4
4291,Twitch,Marksman,ADC,A,50.48,0.39,51.94,82.36,6.12,3.67,2.41,12.4
4292,Udyr,Fighter,JUNGLE,C,40.03,0.87,49.27,92.98,2.0,0.55,2.56,12.4
4293,Urgot,Fighter,TOP,S,58.9,1.49,51.85,94.37,3.93,2.47,1.93,12.4
4294,Varus,Marksman,ADC,C,38.76,-0.43,48.56,92.15,2.35,0.3,2.24,12.4
4295,Vayne,Marksman,ADC,S,59.36,0.13,51.48,84.49,11.58,15.83,2.16,12.4
4296,Vayne,Marksman,TOP,C,35.98,-5.61,49.66,13.47,1.74,15.83,1.52,12.4
4297,Veigar,Mage,MID,S,69.98,3.43,51.6,76.74,8.55,7.17,2.34,12.4
4298,Veigar,Mage,ADC,A,48.75,-1.56,54.8,15.29,1.7,7.17,2.52,12.4
4299,Vel'Koz,Mage,MID,B,44.68,-1.14,50.77,38.31,1.03,0.52,2.56,12.4
4300,Vel'Koz,Mage,SUPPORT,B,42.7,6.31,50.46,56.05,1.47,0.5,2.13,12.4
4301,Vex,Mage,MID,S,62.31,-4.0,49.99,89.94,6.69,11.34,2.42,12.4
4302,Vi,Fighter,JUNGLE,A,53.2,2.09,52.07,94.16,4.46,2.11,2.35,12.4
4303,Viego,Assassin,JUNGLE,God,74.64,-3.32,49.29,94.4,11.79,10.84,2.35,12.4
4304,Viktor,Mage,MID,S,64.52,-1.4,51.19,91.57,7.28,6.61,2.24,12.4
4305,Vladimir,Mage,MID,A,53.38,3.28,51.07,76.66,3.73,5.24,2.42,12.4
4306,Vladimir,Mage,TOP,D,31.02,1.51,49.08,21.0,1.01,5.24,2.01,12.4
4307,Volibear,Fighter,JUNGLE,A,54.23,4.92,52.67,55.13,3.73,2.14,2.73,12.4
4308,Volibear,Fighter,TOP,A,47.64,-0.62,50.3,42.54,3.1,2.14,1.79,12.4
4309,Warwick,Fighter,JUNGLE,A,51.77,1.03,50.43,76.9,5.05,5.47,2.21,12.4
4310,Warwick,Fighter,TOP,D,29.86,-1.47,49.09,21.65,1.04,5.47,1.82,12.4
4311,Wukong,Fighter,TOP,C,40.35,3.43,50.63,77.27,1.77,0.59,2.05,12.4
4312,Wukong,Fighter,JUNGLE,C,34.69,2.83,49.65,15.13,0.36,0.62,2.4,12.4
4313,Xayah,Marksman,ADC,A,47.62,5.32,50.77,97.97,5.67,0.57,2.38,12.4
4314,Xerath,Mage,MID,A,50.9,-0.51,50.5,41.22,2.39,4.06,3.0,12.4
4315,Xerath,Mage,SUPPORT,B,47.23,-0.24,50.39,53.34,3.34,4.06,2.52,12.4
4316,Xin Zhao,Fighter,JUNGLE,S,64.08,2.22,50.63,93.77,8.26,7.08,2.38,12.4
4317,Yasuo,Fighter,MID,God,83.2,2.86,49.25,71.34,12.02,23.14,1.7,12.4
4318,Yasuo,Fighter,ADC,C,41.17,-3.78,50.89,13.05,2.04,23.14,1.95,12.4
4319,Yasuo,Fighter,TOP,C,37.31,-8.35,47.72,14.52,2.24,23.14,1.46,12.4
4320,Yone,Assassin,MID,God,70.92,4.33,50.04,63.69,9.21,17.79,1.84,12.4
4321,Yone,Assassin,TOP,S,60.91,-15.13,49.76,33.37,4.37,17.79,1.65,12.4
4322,Yorick,Fighter,TOP,A,49.53,0.93,52.52,95.8,2.81,2.7,1.57,12.4
4323,Yuumi,Support,SUPPORT,S,68.75,-26.41,48.75,98.42,11.18,25.79,4.12,12.4
4324,Zac,Tank,JUNGLE,S,60.44,2.92,53.04,85.55,3.97,2.15,3.54,12.4
4325,Zed,Assassin,MID,God,77.07,1.64,50.13,68.21,8.13,34.01,2.24,12.4
4326,Zed,Assassin,JUNGLE,B,44.82,2.1,48.05,28.58,3.02,34.01,2.45,12.4
4327,Zeri,Marksman,ADC,God,86.66,-6.85,51.06,84.59,15.51,47.78,2.38,12.4
4328,Ziggs,Mage,ADC,B,43.07,-2.45,51.33,71.53,1.97,0.47,2.39,12.4
4329,Ziggs,Mage,MID,C,40.89,-1.43,49.89,23.58,0.69,0.49,2.34,12.4
4330,Zilean,Support,MID,A,50.37,-1.3,51.56,25.03,1.14,3.68,3.28,12.4
4331,Zilean,Support,SUPPORT,A,47.74,-0.67,49.79,69.18,3.09,3.68,3.02,12.4
4332,Zoe,Mage,MID,B,47.1,-2.3,48.3,91.74,3.5,1.38,2.44,12.4
4333,Zyra,Mage,SUPPORT,A,48.03,0.53,51.97,88.58,3.13,1.99,2.1,12.4
4334,Aatrox,Fighter,TOP,S,72.19,-5.85,49.43,92.34,7.01,4.24,1.89,12.5
4335,Ahri,Mage,MID,God,89.47,-5.98,51.54,92.89,12.5,13.82,2.49,12.5
4336,Akali,Assassin,MID,S,68.0,-1.6,48.85,61.87,7.92,18.92,2.3,12.5
4337,Akali,Assassin,TOP,S,59.59,3.36,48.24,37.35,4.53,18.92,2.01,12.5
4338,Akshan,Marksman,MID,A,53.74,0.8,51.51,56.39,3.47,13.97,2.22,12.5
4339,Akshan,Marksman,TOP,B,44.34,-5.41,50.51,33.88,1.97,13.97,1.93,12.5
4340,Alistar,Tank,SUPPORT,B,45.7,1.8,50.64,96.81,3.56,0.8,2.5,12.5
4341,Amumu,Tank,JUNGLE,B,44.12,-0.12,49.76,84.03,2.74,1.33,2.5,12.5
4342,Amumu,Tank,SUPPORT,C,33.72,-3.31,52.0,13.25,0.32,1.43,2.04,12.5
4343,Anivia,Mage,MID,A,52.0,-1.61,52.07,77.74,2.63,2.82,2.53,12.5
4344,Anivia,Mage,SUPPORT,D,25.32,-8.08,47.77,14.4,0.39,2.82,2.12,12.5
4345,Annie,Mage,MID,B,44.97,-4.05,50.54,81.69,1.85,0.71,2.24,12.5
4346,Aphelios,Marksman,ADC,C,37.73,-7.63,46.57,97.21,7.7,1.7,1.95,12.5
4347,Ashe,Marksman,ADC,A,46.95,1.39,50.85,84.43,6.42,0.95,2.36,12.5
4348,Ashe,Marksman,SUPPORT,D,26.83,0.0,47.23,12.2,0.84,0.95,2.32,12.5
4349,Aurelion Sol,Mage,MID,B,44.2,-6.31,50.87,87.31,1.04,0.36,2.49,12.5
4350,Azir,Mage,MID,D,33.12,-0.38,45.61,87.03,1.39,0.27,1.96,12.5
4351,Bard,Support,SUPPORT,B,42.07,-4.25,49.75,96.36,2.67,0.49,2.88,12.5
4352,Blitzcrank,Tank,SUPPORT,S,72.51,13.09,50.48,98.01,8.41,20.73,2.41,12.5
4353,Brand,Mage,SUPPORT,B,42.16,-4.08,49.27,71.23,4.0,5.71,1.78,12.5
4354,Brand,Mage,MID,C,39.31,-2.87,49.86,16.41,0.93,5.71,1.93,12.5
4355,Braum,Support,SUPPORT,C,35.01,-4.87,48.09,97.99,2.02,0.33,2.69,12.5
4356,Caitlyn,Marksman,ADC,A,57.19,1.67,47.94,96.93,12.42,10.2,2.15,12.5
4357,Camille,Fighter,TOP,S,65.37,-1.71,49.72,94.79,5.82,4.64,1.87,12.5
4358,Cassiopeia,Mage,MID,B,44.91,-4.06,50.48,69.77,2.19,1.76,2.02,12.5
4359,Cassiopeia,Mage,ADC,C,33.97,-7.3,52.04,11.57,0.37,1.76,2.26,12.5
4360,Cassiopeia,Mage,TOP,C,33.65,-0.07,50.81,17.42,0.56,1.76,1.84,12.5
4361,Cho'Gath,Tank,TOP,B,46.47,-1.53,50.42,64.7,2.5,0.98,2.08,12.5
4362,Cho'Gath,Tank,MID,B,45.79,10.23,52.69,21.93,0.67,0.98,2.4,12.5
4363,Corki,Marksman,MID,B,43.06,-1.74,48.46,91.2,2.63,0.97,2.1,12.5
4364,Darius,Fighter,TOP,God,74.66,-4.68,49.53,92.81,6.63,14.96,1.77,12.5
4365,Diana,Fighter,JUNGLE,God,76.34,-3.47,52.1,85.94,10.74,13.96,2.47,12.5
4366,Diana,Fighter,MID,B,46.79,-1.54,51.97,12.68,1.58,13.96,2.12,12.5
4367,Dr. Mundo,Marksman,TOP,A,48.88,2.24,51.9,84.87,2.3,1.94,2.09,12.5
4368,Draven,Fighter,ADC,B,41.98,-1.03,49.59,93.76,5.78,9.48,2.09,12.5
4369,Ekko,Assassin,JUNGLE,A,56.68,-1.51,51.09,62.49,5.63,3.85,2.71,12.5
4370,Ekko,Assassin,MID,A,48.22,1.94,50.14,34.86,3.05,3.85,2.19,12.5
4371,Elise,Mage,JUNGLE,B,42.47,-1.09,49.84,93.41,2.04,1.12,2.54,12.5
4372,Evelynn,Assassin,JUNGLE,B,46.8,2.25,49.17,98.53,3.41,6.37,2.77,12.5
4373,Ezreal,Marksman,ADC,S,66.29,4.49,48.26,94.28,16.33,3.94,2.29,12.5
4374,Fiddlesticks,Mage,JUNGLE,B,45.6,0.35,49.98,90.92,2.91,2.14,2.59,12.5
4375,Fiora,Fighter,TOP,God,78.04,-1.65,51.09,97.28,6.7,13.68,1.72,12.5
4376,Fizz,Assassin,MID,A,53.91,2.5,50.94,94.44,3.88,5.52,2.41,12.5
4377,Galio,Tank,MID,A,48.07,2.19,51.13,61.47,1.83,0.4,2.65,12.5
4378,Galio,Tank,SUPPORT,D,30.98,-9.79,48.73,34.66,1.03,0.4,2.36,12.5
4379,Gangplank,Fighter,TOP,S,62.05,-1.65,48.2,85.62,5.78,4.37,1.96,12.5
4380,Gangplank,Fighter,MID,C,39.01,5.56,49.15,12.89,0.95,4.37,2.13,12.5
4381,Garen,Fighter,TOP,God,72.72,-2.79,50.78,86.46,6.55,3.29,1.97,12.5
4382,Gnar,Fighter,TOP,A,52.42,-1.49,48.87,96.84,4.34,0.92,1.83,12.5
4383,Gragas,Fighter,JUNGLE,C,39.53,4.55,49.59,22.32,0.8,0.31,2.75,12.5
4384,Gragas,Fighter,TOP,C,37.21,-4.12,47.11,56.71,2.26,0.31,2.09,12.5
4385,Gragas,Fighter,SUPPORT,D,25.05,0.0,47.41,10.53,0.36,0.31,2.26,12.5
4386,Graves,Marksman,JUNGLE,S,62.33,-2.51,50.62,62.76,7.61,8.07,2.64,12.5
4387,Graves,Marksman,TOP,A,50.69,-18.84,49.61,30.68,3.63,8.07,1.69,12.5
4388,Gwen,Fighter,TOP,C,33.64,-30.46,45.68,61.78,2.66,5.2,1.6,12.5
4389,Gwen,Fighter,JUNGLE,D,28.95,-21.49,45.06,34.59,1.5,5.2,2.15,12.5
4390,Hecarim,Fighter,JUNGLE,God,83.62,6.71,51.21,99.04,10.84,22.23,3.05,12.5
4391,Heimerdinger,Mage,MID,B,39.83,-3.24,50.39,37.64,0.91,1.08,1.89,12.5
4392,Heimerdinger,Mage,ADC,C,39.3,-2.72,54.78,17.11,0.3,1.08,2.18,12.5
4393,Heimerdinger,Mage,TOP,D,29.33,3.9,49.07,35.36,0.81,1.08,1.59,12.5
4394,Illaoi,Fighter,TOP,A,47.34,-4.16,51.05,93.48,3.0,3.75,1.47,12.5
4395,Irelia,Fighter,TOP,God,83.11,-6.35,50.08,57.85,7.15,22.15,1.6,12.5
4396,Irelia,Fighter,MID,A,57.11,5.96,50.3,40.53,5.0,22.15,1.81,12.5
4397,Ivern,Support,JUNGLE,B,41.38,-0.21,48.6,80.99,1.17,0.41,3.28,12.5
4398,Janna,Support,SUPPORT,S,65.44,9.2,53.4,98.06,6.04,2.52,3.24,12.5
4399,Jarvan IV,Tank,JUNGLE,A,49.78,-4.17,49.46,91.91,3.74,0.48,3.15,12.5
4400,Jax,Fighter,TOP,S,62.21,-4.73,50.04,81.66,5.37,8.15,1.55,12.5
4401,Jax,Fighter,JUNGLE,D,31.32,-2.95,47.23,15.2,1.04,8.15,1.99,12.5
4402,Jayce,Fighter,TOP,A,59.4,1.26,47.83,84.52,5.9,2.0,1.72,12.5
4403,Jayce,Fighter,MID,C,38.66,-4.87,49.36,13.78,0.86,2.0,2.05,12.5
4404,Jhin,Marksman,ADC,God,81.84,6.03,51.07,97.83,18.11,4.91,2.89,12.5
4405,Jinx,Marksman,ADC,God,92.47,14.77,50.61,98.89,22.62,10.72,2.32,12.5
4406,Kai'Sa,Marksman,ADC,S,66.15,10.84,49.63,76.99,14.64,4.4,2.41,12.5
4407,Kai'Sa,Marksman,MID,B,44.75,0.0,46.86,21.4,3.81,4.4,2.13,12.5
4408,Kalista,Marksman,ADC,D,29.04,-8.35,48.46,88.11,1.68,0.29,2.24,12.5
4409,Karma,Mage,SUPPORT,S,69.88,13.79,49.18,80.81,9.57,6.25,2.67,12.5
4410,Karma,Mage,MID,A,48.14,0.82,50.95,11.64,1.43,6.25,2.89,12.5
4411,Karthus,Mage,MID,B,41.98,4.12,51.61,14.92,0.48,1.99,2.15,12.5
4412,Karthus,Mage,ADC,B,41.0,-1.86,54.65,23.64,0.96,1.99,2.22,12.5
4413,Karthus,Mage,JUNGLE,C,35.4,-0.14,47.19,53.49,1.77,1.99,2.39,12.5
4414,Kassadin,Assassin,MID,A,50.8,-4.36,49.51,96.19,3.64,9.31,2.35,12.5
4415,Katarina,Assassin,MID,S,62.24,3.34,49.24,93.87,7.17,9.48,2.21,12.5
4416,Kayle,Fighter,TOP,A,56.4,2.67,52.42,73.46,3.66,1.44,1.8,12.5
4417,Kayle,Fighter,MID,B,46.38,1.58,53.0,22.73,1.03,1.44,2.17,12.5
4418,Kayn,Fighter,JUNGLE,S,69.57,-1.73,50.59,96.46,10.12,11.78,2.37,12.5
4419,Kennen,Mage,MID,B,42.47,-2.89,51.55,14.57,0.4,0.64,2.33,12.5
4420,Kennen,Mage,TOP,B,41.03,10.71,49.34,81.48,2.18,0.64,1.96,12.5
4421,Kha'Zix,Assassin,JUNGLE,S,63.47,1.72,50.87,98.33,8.03,7.88,2.55,12.5
4422,Kindred,Marksman,JUNGLE,A,48.2,-0.77,50.3,92.78,4.27,3.11,2.2,12.5
4423,Kled,Fighter,TOP,B,43.59,3.55,50.91,87.04,1.56,0.81,2.34,12.5
4424,Kled,Fighter,MID,B,42.19,0.0,51.27,10.31,0.16,0.85,2.52,12.5
4425,Kog'Maw,Marksman,MID,B,39.77,0.0,50.93,11.51,0.2,0.34,2.15,12.5
4426,Kog'Maw,Marksman,ADC,C,36.38,-5.5,51.92,84.09,1.7,0.34,2.18,12.5
4427,LeBlanc,Assassin,MID,A,51.25,2.22,47.17,93.48,4.53,8.07,2.67,12.5
4428,Lee Sin,Fighter,JUNGLE,God,90.64,0.06,48.08,94.41,16.99,15.23,2.65,12.5
4429,Leona,Tank,SUPPORT,S,60.91,9.03,49.56,98.8,7.42,10.59,2.33,12.5
4430,Lillia,Fighter,JUNGLE,B,45.43,-0.43,49.68,85.53,3.14,1.0,2.57,12.5
4431,Lillia,Fighter,TOP,D,32.68,4.77,50.28,10.56,0.44,1.07,1.99,12.5
4432,Lissandra,Mage,MID,A,48.51,2.48,50.86,90.2,2.52,0.76,2.38,12.5
4433,Lucian,Marksman,ADC,A,53.67,7.4,51.58,82.05,8.46,2.16,2.34,12.5
4434,Lucian,Marksman,MID,C,35.96,0.0,47.79,12.02,1.08,2.16,1.94,12.5
4435,Lulu,Support,SUPPORT,God,87.73,21.82,50.81,95.15,10.79,19.01,3.01,12.5
4436,Lux,Mage,SUPPORT,God,83.95,22.47,49.76,64.34,11.87,11.49,2.4,12.5
4437,Lux,Mage,MID,S,63.87,-0.85,51.02,31.88,5.63,11.49,2.79,12.5
4438,Malphite,Tank,TOP,S,63.4,-1.23,51.03,73.62,4.55,4.29,2.34,12.5
4439,Malphite,Tank,MID,B,42.05,5.02,50.45,11.34,0.73,4.29,2.4,12.5
4440,Malphite,Tank,SUPPORT,D,29.18,0.0,49.13,11.11,0.72,4.31,2.03,12.5
4441,Malzahar,Mage,MID,A,50.9,-1.35,51.61,90.0,3.08,2.98,2.19,12.5
4442,Maokai,Tank,SUPPORT,C,37.21,-4.08,51.89,72.96,1.06,0.12,2.22,12.5
4443,Maokai,Tank,TOP,D,27.46,-0.63,48.27,20.65,0.27,0.12,2.06,12.5
4444,Master Yi,Assassin,JUNGLE,S,70.85,0.04,50.02,89.98,9.24,22.49,1.95,12.5
4445,Miss Fortune,Marksman,ADC,A,51.89,0.12,50.48,93.07,8.98,1.98,2.22,12.5
4446,Mordekaiser,Fighter,TOP,S,68.23,0.61,50.99,81.78,5.64,6.97,1.82,12.5
4447,Mordekaiser,Fighter,JUNGLE,B,40.8,0.59,51.64,10.78,0.71,6.97,2.21,12.5
4448,Morgana,Mage,SUPPORT,God,72.56,16.49,48.98,87.83,7.94,26.74,2.44,12.5
4449,Nami,Support,SUPPORT,S,71.18,12.03,52.05,99.44,8.45,1.19,3.16,12.5
4450,Nasus,Fighter,TOP,A,57.57,-2.6,50.08,80.62,4.48,4.45,1.85,12.5
4451,Nautilus,Tank,SUPPORT,God,79.05,24.58,50.8,97.46,10.82,11.21,2.37,12.5
4452,Neeko,Mage,MID,A,49.07,-3.7,52.29,58.65,2.01,0.58,2.32,12.5
4453,Neeko,Mage,SUPPORT,D,30.1,-12.25,49.26,25.8,0.84,0.58,2.09,12.5
